 longitude	latitude	housing_median_age	total_rooms	total_bedrooms	population	households	median_income	median_house_value	ocean_proximity
-122.1	37.64	28	1784	311	735	278	4.6635	206700	NEAR BAy
-122.1	37.65	31	1797	327	796	319	4.4427	204500	NEAR BAy
-122.1	37.65	36	410	76	252	82	4.5303	175000	NEAR BAy
-122.12	37.65	26	162	27	86	25	2.375	137500	NEAR BAy
-122.1	37.63	18	9963	2031	5613	1946	3.8171	187200	NEAR BAy
-122.1	37.61	35	2361	458	1727	467	4.5281	173600	NEAR BAy
-122.13	37.66	19	862	167	407	183	4.3456	163000	NEAR BAy
-122.11	37.65	18	4335	808	2041	734	3.4861	331600	NEAR BAy
-122.11	37.64	31	1487	280	854	301	5.2312	197600	NEAR BAy
-122.11	37.64	8	3592	849	1907	746	3.6708	197900	NEAR BAy
-122.12	37.64	40	432	102	264	77	3.8875	228100	NEAR BAy
-122.09	37.63	34	1457	242	735	249	3.9167	189500	NEAR BAy
-122.09	37.64	32	1578	284	836	292	3.9063	184200	NEAR BAy
-122.1	37.63	29	2172	435	1377	408	3.7895	180900	NEAR BAy
-122.08	37.64	36	1340	245	789	248	3.8	172000	NEAR BAy
-122.08	37.64	36	1116	199	662	226	5.7309	177900	NEAR BAy
-122.09	37.64	36	1885	307	853	271	4.1141	173100	NEAR BAy
-122.09	37.64	36	1180	212	664	200	5.2838	172600	NEAR BAy
-122.08	37.64	30	5267	1253	4065	1113	3.3479	182100	NEAR BAy
-122.08	37.64	23	1897	440	1109	418	3.142	179500	NEAR BAy
-122.08	37.63	31	767	171	548	185	3.7614	176000	NEAR BAy
-122.08	37.63	33	691	127	431	149	4.25	192600	NEAR BAy
-122.08	37.64	36	786	133	463	160	3.9338	182700	NEAR BAy
-122.07	37.64	22	5861	1516	5436	1463	2.5158	134900	NEAR BAy
-122.07	37.63	27	2784	723	2028	693	2.4808	157600	NEAR BAy
-122.07	37.64	25	4524	860	2426	862	4.7083	190900	NEAR BAy
-122.06	37.64	37	1468	304	1038	282	4.1652	158200	NEAR BAy
-122.06	37.64	20	1655	450	857	430	3.5541	350000	NEAR BAy
-122.06	37.65	33	1227	286	848	291	3.8036	158200	NEAR BAy
-122.06	37.64	33	1160	252	729	220	3.8259	146100	NEAR BAy
-122.04	37.63	33	952	172	369	159	3.2331	226700	NEAR BAy
-122.03	37.62	35	2072	352	1001	350	4.7109	198700	NEAR BAy
-122.03	37.62	32	2964	547	1472	527	4.2468	221200	NEAR BAy
-122.04	37.62	35	1032	173	453	176	6.396	208500	NEAR BAy
-122.04	37.62	35	657	118	328	134	3.8125	204200	NEAR BAy
-122.04	37.62	32	1540	324	793	302	3.2857	193200	NEAR BAy
-122.03	37.62	35	1298	236	632	204	3.8929	209500	NEAR BAy
-122.03	37.61	36	1409	271	1002	281	3.7262	164900	NEAR BAy
-122.03	37.61	37	1383	259	808	241	4.0125	161400	NEAR BAy
-122.04	37.61	36	1151	216	727	215	4.1719	187000	NEAR BAy
-122.04	37.62	35	899	179	455	185	4.2857	190400	NEAR BAy
-122.08	37.63	37	1793	364	1534	346	3.6458	156600	NEAR BAy
-122.08	37.62	17	2485	518	1139	550	2.6875	157300	NEAR BAy
-122.07	37.63	35	1931	376	1175	337	3.7292	168100	NEAR BAy
-122.07	37.63	24	2329	465	1401	453	4.5913	177600	NEAR BAy
-122.06	37.63	12	6711	1374	3388	1289	3.8625	208900	NEAR BAy
-122.06	37.63	23	1939	356	841	364	3.3611	169200	NEAR BAy
-122.05	37.61	16	1642	346	705	351	2.8971	163900	NEAR BAy
-122.08	37.63	34	1619	293	1148	310	4.0326	164700	NEAR BAy
-122.08	37.63	35	517	108	391	107	4.0682	156900	NEAR BAy
-122.09	37.63	36	1570	274	992	249	5.3644	168800	NEAR BAy
-122.09	37.63	35	1213	221	790	243	4.7019	174100	NEAR BAy
-122.08	37.62	27	1826	309	1016	313	5.64	206500	NEAR BAy
-122.08	37.61	26	2261	443	1039	395	3.7931	203900	NEAR BAy
-122.02	37.6	36	1633	345	1382	338	3.694	159600	NEAR BAy
-122.02	37.6	31	2155	522	1858	437	2.652	159800	NEAR BAy
-122.02	37.6	32	1295	280	1156	300	3.5	154300	NEAR BAy
-122.02	37.6	32	1295	295	1097	328	3.2386	149600	NEAR BAy
-122.03	37.61	33	1518	302	831	268	5.097	188600	NEAR BAy
-122.04	37.6	17	3314	638	1873	602	4.3875	238500	NEAR BAy
-122.06	37.6	22	3009	497	1640	514	4.625	235300	NEAR BAy
-122.08	37.61	6	2605	474	1568	433	5.0406	261400	NEAR BAy
-122.06	37.6	17	5159	832	3174	817	5.8704	234400	NEAR BAy
-122.06	37.6	18	1726	276	1186	310	5.3226	231700	NEAR BAy
-122.08	37.59	16	1816	365	1367	355	4.235	156300	NEAR BAy
-122.07	37.59	13	2578	551	1680	528	4.825	222000	NEAR BAy
-122.08	37.58	15	2576	418	1657	410	5.5218	254400	NEAR BAy
-122.07	37.58	16	1644	251	1033	267	6.5116	244300	NEAR BAy
-122.07	37.58	16	1606	240	1117	268	6.0661	247000	NEAR BAy
-122.08	37.58	16	3349	544	2003	488	6.0074	236500	NEAR BAy
-122.07	37.59	15	3475	686	2568	653	4.6211	151400	NEAR BAy
-122.07	37.58	16	1893	338	1461	344	5.225	213700	NEAR BAy
-122.04	37.59	14	1727	302	1116	273	5.3428	243600	NEAR BAy
-122.05	37.59	15	6243	1273	3163	1274	3.7462	212500	NEAR BAy
-122.03	37.6	24	2077	383	1488	389	4.5721	214700	NEAR BAy
-122.02	37.59	18	1165	333	855	319	3.6923	213200	NEAR BAy
-122.03	37.59	16	4371	889	2530	817	4.6786	256000	NEAR BAy
-122.01	37.59	2	838	295	240	149	2.875	237500	NEAR BAy
-122.02	37.58	15	3052	760	2097	728	3.3617	178100	NEAR BAy
-122.01	37.58	17	4313	717	2629	721	5.7579	231800	NEAR BAy
-122.09	37.6	36	385	94	295	92	2.9706	147900	NEAR BAy
-122.08	37.6	10	3046	678	2056	628	3.9022	191700	NEAR BAy
-122.01	37.57	14	16199	2993	8117	2847	5.8322	281800	NEAR BAy
-122.04	37.58	14	14917	2708	8012	2606	5.6277	269800	NEAR BAy
-122.04	37.57	12	5719	1064	3436	1057	5.2879	231200	NEAR BAy
-122.07	37.57	8	8647	1407	5019	1379	6.5615	318300	NEAR BAy
-122.06	37.58	15	8112	1376	4576	1348	5.6758	253400	NEAR BAy
-122.05	37.57	7	10648	1818	6075	1797	6.1047	278200	NEAR BAy
-122.07	37.52	3	14014	2861	7205	2753	6.0824	273500	NEAR BAy
-122.02	37.56	23	4332	857	2461	829	4.3594	223400	NEAR BAy
-122.02	37.56	35	1716	312	914	316	5.5737	214500	NEAR BAy
-122.03	37.56	31	4981	964	2841	924	4.8962	220200	NEAR BAy
-122.03	37.56	24	8444	1492	4446	1491	4.6978	240300	NEAR BAy
-122.01	37.56	6	3028	778	1531	736	4.4259	158000	NEAR BAy
-122.01	37.55	26	2068	532	1434	495	3.3008	224200	NEAR BAy
-122.02	37.55	33	1325	274	909	267	4.5687	177200	NEAR BAy
-122.01	37.56	24	2563	485	1174	501	3.8179	216100	NEAR BAy
-122.01	37.55	34	2791	495	1276	468	4.9167	256300	NEAR BAy
-122.01	37.54	32	2572	406	1128	395	5	287600	NEAR BAy
-122.01	37.53	27	1890	303	889	314	5.7057	287600	NEAR BAy
-122.03	37.55	22	9167	1373	4319	1404	6.992	284800	NEAR BAy
-122.03	37.55	26	3087	532	1597	483	4.9118	217300	NEAR BAy
-122.04	37.55	23	3170	532	1446	515	4.4357	291700	NEAR BAy
-122.04	37.54	26	2145	369	1285	377	4.9464	223800	NEAR BAy
-122.05	37.54	25	4209	731	2568	703	5.2882	223100	NEAR BAy
-122.05	37.55	23	4247	835	2357	823	5.1321	211300	NEAR BAy
-122.04	37.53	25	4458	922	2998	890	3.9667	218500	NEAR BAy
-122.04	37.5	17	407	97	307	100	3.1696	156300	NEAR BAy
-122.06	37.54	20	6483	1068	3526	1060	5.0838	248200	NEAR BAy
-122.03	37.54	35	1867	343	1213	338	4.8214	186000	NEAR BAy
-122.03	37.54	6	2918	672	1911	639	4.1406	178200	NEAR BAy
-122.04	37.53	34	2316	478	1524	467	3.7364	190400	NEAR BAy
-122.02	37.54	31	1240	264	719	236	3.535	210300	NEAR BAy
-122.03	37.54	16	4458	856	3038	870	5.0739	208000	NEAR BAy
-122.03	37.53	18	1746	437	1268	404	3.256	183300	NEAR BAy
-122.01	37.53	19	4572	712	2346	709	6.0667	245700	NEAR BAy
-122.02	37.53	21	4280	673	2216	681	5.7072	242200	NEAR BAy
-122.02	38.02	44	1465	247	817	237	4.8693	156900	NEAR BAy
-122.14	38.02	44	1625	432	825	385	2.0523	133900	NEAR BAy
-122.14	38.03	42	118	34	54	30	2.5795	225000	NEAR BAy
-122.13	38.02	52	2378	508	940	451	2.9583	166000	NEAR BAy
-122.13	38.01	48	2123	494	859	474	1.8523	144800	NEAR BAy
-122.14	38.01	50	1760	341	741	316	4.5	178300	NEAR BAy
-122.13	38.01	51	1262	309	608	298	2.1974	139300	NEAR BAy
-122.13	38	33	2821	652	1206	640	2.5481	150800	NEAR BAy
-122.16	38.02	40	1800	290	761	277	5.1265	196100	NEAR BAy
-122.11	38.01	39	1313	306	575	231	3.1711	116100	NEAR BAy
-122.11	38.01	41	1345	272	718	283	3.3831	129400	NEAR BAy
-122.12	38	20	6992	1404	3221	1334	4.2042	166400	NEAR BAy
-122.12	38.01	50	1300	263	691	239	3.9519	126500	NEAR BAy
-122.12	38.01	50	1738	355	837	363	3.609	135700	NEAR BAy
-122.12	38.01	42	2225	367	864	381	4.1189	172400	NEAR BAy
-122.09	38.02	37	1742	339	1128	345	3.8824	113700	NEAR BAy
-122.1	38.02	28	4308	824	2086	776	3.6523	159700	NEAR BAy
-122.07	38	37	978	202	462	184	3.625	156300	NEAR BAy
-122.09	38	6	10191	1882	4377	1789	5.2015	204200	NEAR BAy
-122.11	38	9	3424	583	1460	543	5.76	212600	NEAR BAy
-122.08	37.99	19	4657	739	1914	732	5.0509	199900	NEAR BAy
-122.09	37.99	19	3073	506	1773	493	5.4496	205400	NEAR BAy
-122.11	37.99	16	3913	710	1782	676	5.1297	206700	NEAR BAy
-122.11	37.99	10	2864	514	1300	507	4.3875	287700	NEAR BAy
-122.08	37.97	9	2643	439	1105	467	6.6579	245200	NEAR BAy
-122.09	37.97	5	5303	779	2017	727	6.9961	294100	NEAR BAy
-122.11	37.98	11	4371	679	1790	660	6.135	297300	NEAR BAy
-122.09	37.98	14	5381	871	2296	872	5.6875	211000	NEAR BAy
-122.12	37.99	33	1660	277	741	261	4.675	225400	NEAR BAy
-122.1	37.97	18	4326	655	1753	646	5.6931	269600	NEAR BAy
-122.1	37.96	20	3796	650	1679	611	4.3571	228200	NEAR BAy
-122.1	37.96	25	1374	206	569	235	6.3699	235500	NEAR BAy
-122.07	37.99	28	3310	574	1811	597	4.5401	166900	NEAR BAy
-122.07	37.98	12	6915	1639	2940	1468	4.0154	186100	NEAR BAy
-122.07	37.97	20	1705	353	856	341	3.7262	211800	NEAR BAy
-122.07	37.96	34	1692	290	836	289	5.0172	197100	NEAR BAy
-122.06	37.96	37	1784	313	788	304	4.2917	189600	NEAR BAy
-122.08	37.96	21	9135	1534	3748	1502	6.0859	266000	NEAR BAy
-122.06	37.95	36	2213	386	950	370	4.7386	186400	NEAR BAy
-122.07	37.95	39	2199	388	1025	385	4.5893	190000	NEAR BAy
-122.08	37.95	24	3173	548	1351	536	5.0672	243000	NEAR BAy
-122.08	37.95	33	1043	157	425	148	4.8702	235600	NEAR BAy
-122.07	37.96	37	1217	199	552	194	5.0445	196200	NEAR BAy
-122.06	37.96	10	7136	1691	2959	1507	3.9816	182000	NEAR BAy
-122.05	37.95	34	1408	277	738	269	4.175	169400	NEAR BAy
-122.05	37.94	22	4162	1194	1804	1185	2.5459	179300	NEAR BAy
-122.06	37.94	19	4005	972	1896	893	2.5268	235700	NEAR BAy
-122.07	37.94	36	2639	488	1111	476	3.5057	205100	NEAR BAy
-122.07	37.94	30	1260	276	707	221	2.892	220800	NEAR BAy
-122.08	37.93	35	4043	689	1832	662	5.0761	233200	NEAR BAy
-122.08	37.94	44	2185	357	943	366	4.725	232100	NEAR BAy
-122.07	37.94	43	1454	234	683	258	4.475	265700	NEAR BAy
-122.09	37.95	32	1339	209	601	209	6.0265	247900	NEAR BAy
-122.09	37.94	29	6895	1022	2634	1022	6.1922	273200	NEAR BAy
-122.04	38	16	3077	733	1447	709	3.2484	91100	NEAR BAy
-122.04	37.99	32	1504	279	749	267	3.2	134500	NEAR BAy
-122.04	37.99	36	2765	495	1478	441	4.125	136200	NEAR BAy
-122.05	37.97	16	60	10	65	19	6.1359	250000	NEAR BAy
-122.06	37.99	16	2445	469	721	474	2.8043	87500	NEAR BAy
-122.06	37.99	17	1319	316	384	269	1.8229	137500	NEAR BAy
-122.05	38	36	2476	472	1213	393	3.7333	136400	NEAR BAy
-122.05	38	16	1085	217	356	232	2.3462	75000	NEAR BAy
-122.03	37.98	16	1209	477	627	482	1.3894	156300	NEAR BAy
-122.04	37.97	10	974	316	631	286	2.3152	140600	NEAR BAy
-122.03	38	25	3577	581	1753	593	5.7295	178300	NEAR BAy
-122.03	38.01	27	3228	562	1666	588	4.5707	175900	NEAR BAy
-122.04	37.99	38	2675	541	1378	480	3.8897	139900	NEAR BAy
-122.03	37.98	45	2842	567	1261	535	3.6042	138200	NEAR BAy
-122.02	38	28	2965	533	1591	472	4.6375	178200	NEAR BAy
-122.03	37.99	35	3103	537	1614	566	4.9022	169300	NEAR BAy
-122.02	37.99	37	2247	416	1237	397	4.45	161900	NEAR BAy
-122.03	37.99	37	1755	327	882	350	4.59	166600	NEAR BAy
-122.03	37.98	44	1254	252	498	217	3.4531	148900	NEAR BAy
-122.01	37.98	25	1476	336	777	297	3.5179	165500	NEAR BAy
-122.01	37.98	29	2001	373	956	370	4.317	194000	NEAR BAy
-122.01	37.97	32	3012	527	1288	512	3.6449	211500	NEAR BAy
-122.02	37.98	40	1797	401	756	369	2.8456	165500	NEAR BAy
-122.02	37.98	37	1474	343	782	331	3.4187	161700	NEAR BAy
-122.01	37.98	34	1256	267	638	252	4.0507	161000	NEAR BAy
-122.01	37.99	28	1900	401	918	351	3.7841	144900	NEAR BAy
-122.01	37.97	34	3259	498	1250	478	5.3794	206200	NEAR BAy
-122.02	37.97	36	2342	436	1191	416	4	171000	NEAR BAy
-122.03	37.97	45	1613	338	865	336	3.25	151100	NEAR BAy
-122.04	37.97	26	2470	626	1174	573	2.9861	160900	NEAR BAy
-122.03	37.97	20	3968	931	2629	903	2.9915	166700	NEAR BAy
-122.04	37.96	16	2913	723	1705	693	2.9097	106300	NEAR BAy
-122.04	37.97	21	6445	1839	3621	1735	2.5841	112500	NEAR BAy
-122.04	37.97	39	1323	245	705	261	3.1968	151000	NEAR BAy
-122.04	37.96	20	1143	346	578	298	2.2411	151800	NEAR BAy
-122.05	37.96	35	2190	384	1154	401	3.8456	159800	NEAR BAy
-122.04	37.96	28	1207	252	724	252	3.6964	165700	NEAR BAy
-122.04	37.96	27	2587	729	1500	623	1.837	175000	NEAR BAy
-122.05	37.95	27	3513	791	1875	694	3.1838	182000	NEAR BAy
-122.05	37.95	20	563	107	246	123	5.4482	190800	NEAR BAy
-122.01	37.95	8	3866	539	1555	513	6.0901	298200	NEAR BAy
-122.02	37.96	25	2615	368	935	366	6.6727	305100	NEAR BAy
-122.03	37.96	20	2636	691	1142	627	2.1083	162500	NEAR BAy
-122.03	37.95	14	3287	793	1601	716	3.1719	220500	NEAR BAy
-122.02	37.95	25	1205	260	608	272	2.4519	208300	NEAR BAy
-122.03	37.95	32	1955	313	804	317	4.9485	202300	NEAR BAy
-122.02	37.95	22	3526	510	1660	508	5.6642	237000	NEAR BAy
-122.02	37.94	23	3516	661	1465	623	4.2569	213100	NEAR BAy
-122.02	37.94	19	3192	612	1317	594	4.125	267100	NEAR BAy
-122.01	37.94	26	1619	224	706	220	6.0704	268000	NEAR BAy
-122.01	37.94	18	2077	298	937	292	6.3809	273600	NEAR BAy
-122.01	37.93	25	2652	335	1062	334	7.5898	330200	NEAR BAy
-122.04	37.95	33	1653	334	814	328	3.1406	163100	NEAR BAy
-122.04	37.94	24	5732	873	2444	888	5.6292	231400	NEAR BAy
-122.05	37.94	22	2105	354	993	365	4.6602	227800	NEAR BAy
-122.04	37.95	29	866	138	341	133	4.7188	197100	NEAR BAy
-122.05	37.95	22	5175	1213	2804	1091	2.85	144600	NEAR BAy
-122.03	37.94	21	5541	776	2214	737	5.5777	279300	NEAR BAy
-122.03	37.93	21	4712	624	1773	615	6.0918	344800	NEAR BAy
-122.05	37.93	5	4274	1153	1503	881	4.0473	266500	NEAR BAy
-122.05	37.93	15	7803	1603	2957	1546	4.45	184900	NEAR BAy
-122.05	37.92	14	12713	2558	4741	2412	4.7094	234700	NEAR BAy
-122.02	37.92	26	5077	640	1872	636	7.4713	351200	NEAR BAy
-122.03	37.92	23	3318	408	1124	393	6.5847	358800	NEAR BAy
-122.01	37.91	21	10093	1269	3645	1219	7.6877	367700	NEAR BAy
-122.03	37.91	29	5438	871	2310	890	5.0362	275300	NEAR BAy
-122.06	37.91	15	5393	1422	2133	1288	4.1612	232800	NEAR BAy
-122.06	37.9	25	5869	1685	2669	1554	2.6998	216100	NEAR BAy
-122.06	37.89	21	4985	1590	2575	1458	3.1002	114300	NEAR BAy
-122.07	37.93	45	1544	244	614	238	5.0255	226000	NEAR BAy
-122.07	37.93	25	7201	1521	3264	1433	3.7433	252100	NEAR BAy
-122.07	37.92	26	3872	739	1629	684	4.4312	225000	NEAR BAy
-122.08	37.92	28	2377	469	1068	435	4.4561	250000	NEAR BAy
-122.08	37.92	26	1733	265	796	274	6.195	264900	NEAR BAy
-122.07	37.91	28	1731	295	810	295	5.0391	259800	NEAR BAy
-122.07	37.91	33	1550	277	638	254	3.6833	292500	NEAR BAy
-122.08	37.9	32	1075	170	486	173	5.0499	306800	NEAR BAy
-122.09	37.91	18	9576	1455	3486	1380	7.0895	306900	NEAR BAy
-122.07	37.89	28	3410	746	1428	670	4.3864	266800	NEAR BAy
-122.08	37.89	39	3018	501	1223	489	6.2924	283900	NEAR BAy
-122.08	37.9	29	4133	770	1691	744	5.1097	288000	NEAR BAy
-122.07	37.89	38	2139	343	809	340	5.5636	268800	NEAR BAy
-122.07	37.89	38	757	124	319	123	5.6558	263300	NEAR BAy
-122.06	37.88	34	4781	703	1879	714	6.5378	340900	NEAR BAy
-122.05	37.87	30	2296	329	847	322	6.7192	397500	NEAR BAy
-122.05	37.9	24	4125	1020	1699	873	2.9526	271000	NEAR BAy
-122.05	37.9	32	2676	484	986	473	4.6528	335700	NEAR BAy
-122.05	37.89	37	1677	269	689	283	4.2625	310600	NEAR BAy
-122.04	37.89	33	2423	322	998	346	7.5349	349100	NEAR BAy
-122.05	37.9	32	4498	862	1818	851	4.8088	321200	NEAR BAy
-122.04	37.9	20	5467	1044	2310	963	5.6986	275800	NEAR BAy
-122.02	37.89	29	6349	858	2450	778	7.5	356200	NEAR BAy
-122.04	37.88	32	3250	550	1230	557	4.6424	312700	NEAR BAy
-122.03	37.86	29	3025	477	1035	452	6.112	390600	NEAR BAy
-122.04	37.85	27	6039	780	2181	761	9.5862	469400	NEAR BAy
-122.02	37.84	34	1879	265	729	263	7.7072	443800	NEAR BAy
-122.01	37.83	30	3917	549	1330	544	6.5617	386600	NEAR BAy
-122.03	37.83	24	5948	738	1997	710	9.8708	500001	NEAR BAy
-122.02	37.8	11	6200	907	2286	896	7.6518	359300	NEAR BAy
-122.03	37.87	21	3521	447	1396	467	8.2673	358700	NEAR BAy
-122.02	37.88	16	3031	438	1087	421	7.3732	287300	NEAR BAy
-122.02	37.87	14	3056	369	1209	377	8.4352	441400	NEAR BAy
-122.03	37.86	25	3004	393	1145	376	7.2655	494000	NEAR BAy
-122.1	37.93	20	10212	1424	4083	1374	8.039	382200	NEAR BAy
-122.12	37.94	22	4949	626	1850	590	10.4549	500001	NEAR BAy
-122.1	37.9	38	827	144	368	136	6.5095	294400	NEAR BAy
-122.14	37.9	32	5738	746	2099	732	10.3224	500001	NEAR BAy
-122.12	37.91	34	5683	755	1962	723	8.3678	455300	NEAR BAy
-122.09	37.89	35	880	139	352	132	6.8686	406500	NEAR BAy
-122.1	37.89	21	3282	653	1398	601	5.2079	310300	NEAR BAy
-122.11	37.89	32	2372	516	1067	492	4.3235	279500	NEAR BAy
-122.11	37.88	37	4005	614	1602	606	6.4666	348200	NEAR BAy
-122.12	37.88	35	2785	362	1001	363	8.0448	433300	NEAR BAy
-122.12	37.89	30	3227	733	1260	684	4.125	257100	NEAR BAy
-122.13	37.89	27	744	214	295	169	2.7411	350000	NEAR BAy
-122.13	37.87	18	1820	220	728	229	10.3713	426100	NEAR BAy
-122.14	37.88	34	6986	1096	2865	1124	6.2275	394400	NEAR BAy
-122.07	37.88	11	1077	318	590	264	3.5536	387200	NEAR BAy
-122.08	37.88	24	2059	462	410	294	2.3971	99400	NEAR BAy
-122.08	37.87	24	6130	1359	1750	1286	2.9167	102700	NEAR BAy
-122.06	37.85	17	7475	1556	2092	1449	3.6437	186500	NEAR BAy
-122.07	37.86	23	1025	205	263	191	3.12	155000	NEAR BAy
-122.06	37.86	16	5187	1014	1512	986	4.4551	252400	NEAR BAy
-122.07	37.86	17	1102	224	317	208	3.5893	206300	NEAR BAy
-122.08	37.87	26	2405	564	680	531	2.4896	73400	NEAR BAy
-122.1	37.88	35	3701	528	1511	517	7.2315	367100	NEAR BAy
-122.09	37.86	27	5484	760	2212	770	7.6202	402600	NEAR BAy
-122.11	37.87	33	3398	500	1351	457	6.5814	314200	NEAR BAy
-122.12	37.85	18	5252	686	1870	657	8.0074	454100	NEAR BAy
-122.08	37.84	17	1320	159	1722	141	11.7064	500001	NEAR BAy
-122.12	37.81	26	4048	513	1486	498	7.6717	416500	NEAR BAy
-122.12	37.82	26	2269	317	918	313	6.6657	364500	NEAR BAy
-122.11	37.83	19	5130	741	1887	712	7.203	369900	NEAR BAy
-122.08	37.82	4	2045	237	830	252	11.3421	500001	NEAR BAy
-122.14	37.86	20	6201	1182	2415	1141	4.5744	314000	NEAR BAy
-122.14	37.85	27	9147	1276	3371	1269	7.3267	389900	NEAR BAy
-122.14	37.84	24	2131	343	874	373	5.6349	355600	NEAR BAy
-122.16	37.83	16	4596	705	1480	650	7.52	370200	NEAR BAy
-122.16	37.86	36	3359	493	1298	483	8.1586	404300	NEAR BAy
-122.18	37.88	36	542	119	231	121	4.9	354200	NEAR BAy
-122.18	37.86	33	4449	636	1684	617	8.9571	399700	NEAR BAy
-122.16	37.89	32	1779	241	721	258	8.7589	434500	NEAR BAy
-122.17	37.88	32	3633	508	1393	506	7.6917	401800	NEAR BAy
-122.17	37.88	33	3626	502	1348	480	7.6107	423200	NEAR BAy
-122.17	37.87	38	1261	177	472	183	6.917	438000	NEAR BAy
-122.22	37.88	20	95	13	31	15	2.4444	475000	NEAR BAy
-122.2	37.89	37	3881	560	1315	517	7.3195	367500	NEAR BAy
-122.2	37.88	36	1065	160	398	155	7.7736	378100	NEAR BAy
-122.18	37.91	31	7200	876	2428	843	10.9405	500001	NEAR BAy
-122.2	37.9	36	2107	287	740	280	10.3416	500001	NEAR BAy
-122.18	37.9	36	4760	610	1511	572	9.0064	500001	NEAR BAy
-122.18	37.89	18	4845	735	1634	734	8.1489	499000	NEAR BAy
-122.01	37.92	18	2808	337	1038	337	8.3956	353600	NEAR BAy
-122.01	37.92	16	2638	345	1055	334	8.1163	365800	NEAR BAy
-122.25	38.02	16	1803	267	946	266	5.7001	205100	NEAR BAy
-122.25	38.03	15	3338	532	1834	520	5.6293	197600	NEAR BAy
-122.21	38.02	15	2150	327	1094	324	6.0224	198500	NEAR BAy
-122.2	37.96	9	6306	962	2581	911	6.7741	310700	NEAR BAy
-122.23	38.06	52	1350	266	490	257	3.125	171100	NEAR BAy
-122.23	38.05	52	1736	358	638	297	2.5517	147100	NEAR BAy
-122.21	38.06	52	2735	559	1076	487	3.6154	155700	NEAR BAy
-122.2	38.04	31	3029	500	1236	487	5.6022	197000	NEAR BAy
-122.26	38.03	25	2239	361	928	353	4.4474	203700	NEAR BAy
-122.27	38.04	47	1685	405	835	372	2.3103	134500	NEAR BAy
-122.26	38.03	41	1631	282	752	288	3.9345	150200	NEAR BAy
-122.26	38.04	41	2512	539	1179	480	2.694	123000	NEAR BAy
-122.25	38.05	30	1255	297	779	307	1.6767	147700	NEAR BAy
-122.32	38.06	4	7999	1611	3596	1396	5.0969	174200	NEAR BAy
-122.28	38	26	2335	413	980	417	3.4471	178900	NEAR BAy
-122.29	38	16	4986	1081	2805	1016	4.025	173200	NEAR BAy
-122.36	38.03	32	2159	393	981	369	4.3173	175400	NEAR BAy
-122.3	38	34	1712	317	956	341	4.4394	162000	NEAR BAy
-122.31	38	26	3735	641	1708	633	4.621	191100	NEAR BAy
-122.31	38.01	18	4123	874	1895	772	3.2759	195000	NEAR BAy
-122.28	37.99	28	3801	622	1654	571	4.375	193300	NEAR BAy
-122.26	37.98	28	2038	329	947	349	5.1178	198000	NEAR BAy
-122.27	37.99	16	4921	737	2312	725	5.8899	243200	NEAR BAy
-122.27	37.98	23	3455	479	1375	474	6.0289	218600	NEAR BAy
-122.26	38.02	5	3846	786	2053	716	5.0473	184800	NEAR BAy
-122.24	38.01	11	3751	565	1949	555	5.7862	269400	NEAR BAy
-122.24	38.01	16	2084	315	1154	307	6.0102	235600	NEAR BAy
-122.25	38	16	2978	411	1531	400	6.5006	237700	NEAR BAy
-122.26	38	14	2338	391	1003	398	4.2269	170500	NEAR BAy
-122.26	38	6	678	104	318	91	5.2375	246400	NEAR BAy
-122.27	38	15	1216	166	572	178	5.8418	240300	NEAR BAy
-122.27	38	12	1592	242	969	233	6.1576	248700	NEAR BAy
-122.26	38	5	6265	908	3326	872	6.2073	272900	NEAR BAy
-122.29	37.98	27	2133	347	850	350	5.1046	209800	NEAR BAy
-122.28	37.96	35	1579	243	734	264	5.5	201000	NEAR BAy
-122.27	37.97	10	15259	2275	7266	2338	6.0666	272400	NEAR BAy
-122.3	37.97	30	4030	772	1777	718	3.6393	184000	NEAR BAy
-122.3	37.97	34	2854	528	1211	452	3.5353	164700	NEAR BAy
-122.29	37.97	20	3426	632	1512	580	4.4911	227400	NEAR BAy
-122.3	37.97	35	1811	377	911	340	3.375	149700	NEAR BAy
-122.29	37.94	20	7578	1426	3637	1362	4.4387	190000	NEAR BAy
-122.32	37.95	37	1887	353	895	359	4.45	196600	NEAR BAy
-122.31	37.94	38	1794	349	810	335	3.8343	191400	NEAR BAy
-122.31	37.94	38	2172	403	945	384	4.3958	194200	NEAR BAy
-122.32	37.95	36	1425	245	573	239	4.35	185000	NEAR BAy
-122.31	37.99	25	6508	1137	3259	1081	4.2348	157800	NEAR BAy
-122.3	37.98	25	3807	806	1821	792	3.6518	164300	NEAR BAy
-122.32	37.97	29	2347	464	1135	490	3.9722	161000	NEAR BAy
-122.32	38.01	26	3054	492	1495	496	4.6944	171100	NEAR BAy
-122.33	38	35	3779	711	2493	679	2.9781	109000	NEAR BAy
-122.31	38	29	3108	534	1687	516	4.3333	170800	NEAR BAy
-122.32	37.99	24	4865	968	2315	893	4.2852	173500	NEAR BAy
-122.32	38	32	2275	397	1233	418	4.0437	162800	NEAR BAy
-122.34	37.99	42	1531	326	1271	377	2.6167	85100	NEAR BAy
-122.33	37.98	3	2850	544	1024	515	6.0115	175000	NEAR BAy
-122.33	37.99	4	3999	1079	1591	887	3.911	112500	NEAR BAy
-122.39	38	33	44	6	23	11	4.125	212500	NEAR BAy
